DATE,RVD_ABC,RVD_DE,CCL,CCL_SM,CCL_L,CCL_HK,CCL_KLN,CCL_NTE,CCL_NTW,CCL_MAS,CSI,CVI,RVD_R,RVD_R,LR_TTV,LR_C ,BSD_CA,BSD_TC,SSD_CA,SSD_TC,DSD_CA,DSD_TC,BIRTH,DEATH,MARR,UNEMP,UND_EMP,CCPI,UN_INF,GDP,HSI,MI,RIR,BLR,HIBOR,MA_LTV,MA_1LA,MA_2LA,MA_1CA,MA_2CA,COMP,St_CH,VAC_R,PHS
1/3/2013,239.5,250.1,123.05,120.97,131.59,131.12,123.55,121.55,104.07,122.33,,,153.2,2.9,4534,27040000000,,,157,35700000,,,4491,3471,5049,0.035,0.016,92.7,0.036912752,509631,22299.63086,36100,-0.034812752,0.05,0.0021,0.539,5144000000,13023000000,1314,4499,688,0.0051,0.041,1143
1/4/2013,238.9,250.9,119.6,117.45,128.65,128.94,118.31,118.04,101.48,118.8,,,154.4,2.9,3427,18714000000,,,117,23500000,,,4653,3940,3245,0.035,0.016,93.5,0.040044494,492375,22737.00977,35000,-0.037944494,0.05,0.0021,0.535,4580000000,8212000000,1175,2959,688,0.0051,0.041,1143
1/5/2013,240.4,251.3,119.14,116.85,128.99,128.56,117.68,117.84,100.23,118.15,,,154.9,2.9,4276,24026000000,,,131,21600000,,,4514,3718,4673,0.034,0.016,93.4,0.038932147,492375,22392.16016,35000,-0.036832147,0.05,0.0021,0.543,3284000000,9381000000,831,3557,688,0.0051,0.041,1143
1/6/2013,243.1,247.7,120.95,118.74,130.4,130.34,119.77,119.03,102.62,120.12,,,155.5,2.9,3740,18699000000,,,140,26900000,,,4194,3124,3897,0.033,0.016,93.6,0.041156841,492375,20803.28906,35000,-0.039056841,0.05,0.0021,0.551,1777000000,11416000000,410,4228,688,0.0051,0.041,1143
1/7/2013,244.9,250,120.36,118.4,128.17,128.01,120.3,119.79,103.15,119.86,,,156.7,2.8,3986,20991000000,,,119,21900000,,,4721,3672,3063,0.033,0.015,94.1,0.069318182,551059,21883.66016,35800,-0.067218182,0.05,0.0021,0.556,1138000000,11855000000,269,4411,688,0.0051,0.041,1143
1/8/2013,246.1,251.3,119.95,118.04,127.5,129.86,118.11,119.92,102.23,119.46,,,157.4,2.8,3407,19566000000,,,111,25100000,,,4760,3566,2722,0.033,0.015,91.9,0.044318182,551059,21731.36914,35800,-0.042218182,0.05,0.0021,0.544,1644000000,9857000000,425,3462,688,0.0051,0.041,1143
1/9/2013,245.3,249.7,120.74,118.72,128.95,132.21,117.9,120.66,102.06,120.13,,,157.9,2.9,3686,18968000000,,,95,17800000,,,4696,3278,5298,0.033,0.015,92.4,0.046432616,551059,22859.85938,35800,-0.044232616,0.05,0.0022,0.548,2754000000,8139000000,784,2877,688,0.0051,0.041,1143
1/10/2013,245.3,249.1,120.04,117.96,128.63,129.38,118.27,121.39,101.08,119.31,,,158.6,2.9,3426,18365000000,,,100,18400000,,,5256,3616,4551,0.033,0.015,94.9,0.042857143,585240,23206.36914,36000,-0.040657143,0.05,0.0022,0.553,3557000000,8568000000,1043,3108,688,0.0051,0.041,1143
1/11/2013,244.9,247.7,120,117.82,129.21,128.38,120.22,119.71,100.15,119.19,,,158.9,2.9,3790,30382000000,,,70,11500000,,,5037,3360,6227,0.033,0.014,95.2,0.043859649,585240,23881.28906,36000,-0.041759649,0.05,0.0021,0.545,3475000000,8036000000,968,2842,688,0.0051,0.041,1143
1/12/2013,245,247.8,118.91,116.77,127.82,124.99,119.27,119.76,100.37,117.96,,,157.9,2.9,4667,34954000000,,,91,17200000,,,4838,3869,6399,0.032,0.014,95.6,0.042529989,585240,23306.39063,36000,-0.040429989,0.05,0.0021,0.541,3940000000,7295000000,990,2625,688,0.0051,0.041,1143
1/1/2014,244.7,246.6,117.95,115.9,126.33,125.56,116.15,119.08,100.06,116.91,,,157.1,2.9,4488,27259000000,,,70,16500000,,,5226,4394,4553,0.031,0.013,96.1,0.04570185,535907,22035.41992,38000,-0.04360185,0.05,0.0021,0.553,6029000000,8675000000,1584,2928,1310,0.0114,0.038,134
1/2/2014,244.3,244.5,117.82,115.75,126.4,125.94,116.57,118.85,99.57,117.01,,,156.8,2.9,3159,21079000000,,,43,7300000,,,4324,4472,3596,0.031,0.012,96.5,0.03987069,535907,22836.96094,38000,-0.03767069,0.05,0.0022,0.551,5809000000,7265000000,1405,2531,1310,0.0114,0.038,134
1/3/2014,243.7,244.2,117.98,115.91,126.63,127.08,116.2,120.08,98.81,117.2,,,157,2.9,3141,20556000000,1827,3310500000,46,11900000,,,4934,4537,5612,0.031,0.012,96.3,0.038834951,535907,22151.06055,38000,-0.036734951,0.05,0.0021,0.543,5674000000,10316000000,1263,3497,1310,0.0114,0.038,134
1/4/2014,245,245.8,118.47,116.31,127.59,128.75,115.49,119.62,99.46,117.54,,38.5,157.8,2.9,4781,29117000000,2139,2575800000,65,16800000,,,4659,3910,3006,0.031,0.014,97,0.037433155,526194,22133.9707,37000,-0.035333155,0.05,0.0021,0.55,5601000000,10986000000,1092,3816,1310,0.0114,0.038,134
1/5/2014,247.4,247.1,118.72,116.67,127.16,126.3,117.35,121.66,100.8,118.08,,65.53,158.4,2.9,5270,31862000000,293,569100000,64,16800000,,,5154,3914,4966,0.031,0.015,96.9,0.037473233,526194,23081.65039,37000,-0.035373233,0.05,0.0021,0.556,4641000000,14700000000,934,4993,1310,0.0114,0.038,134
1/6/2014,250.3,250.3,120.96,119.32,126.94,130.9,119.74,124.21,102.69,121.03,,79.01,159.2,2.9,5960,33877000000,205,341900000,42,10000000,,,4779,3579,4023,0.032,0.015,96.9,0.03525641,526194,23190.7207,37000,-0.03295641,0.05,0.0023,0.566,4833000000,16669000000,969,5528,1310,0.0114,0.038,134
1/7/2014,256.6,251.5,123.53,122.24,127.3,132.54,123.1,126.6,106.73,124.01,,85.54,161.1,2.9,7792,57113000000,370,904300000,36,7200000,7,3500000,5077,3661,3225,0.033,0.015,97.9,0.040382572,580793,24756.84961,37000,-0.038182572,0.05,0.0022,0.572,6747000000,17752000000,1609,5832,1310,0.0114,0.038,134
1/8/2014,261.5,254.5,126.03,124.53,130.86,136.53,125.31,128.16,107.63,126.3,,88.5,163.2,2.9,6212,42035000000,266,568300000,38,12400000,998,456800000,4999,3224,3376,0.033,0.014,95.6,0.040261153,580793,24742.06055,37000,-0.038061153,0.05,0.0022,0.564,6867000000,16619000000,1503,5469,1310,0.0114,0.038,134
1/9/2014,266.7,257.6,127.24,125.93,130.92,136.88,126.15,132.12,109.66,127.78,,84.27,165.2,2.8,5958,42163000000,340,665700000,55,15900000,2087,1247700000,5195,3368,5455,0.033,0.015,98.5,0.066017316,580793,22932.98047,37000,-0.063517316,0.05,0.0025,0.546,6859000000,15585000000,1385,4998,1310,0.0114,0.038,134
1/10/2014,270.9,260.2,129.5,128.34,132.32,139.43,127.38,133.66,113.88,130.18,,72.33,166.8,2.8,6189,49704000000,266,790300000,38,10000000,1986,1556000000,5633,3559,4924,0.033,0.015,99.8,0.051633298,617111,23998.06055,39000,-0.049333298,0.05,0.0023,0.536,7908000000,15946000000,1437,5187,1310,0.0114,0.038,134
1/11/2014,274.7,261.3,129.98,129.19,130.62,138.67,129.96,134.28,114.35,131.1,,74.34,167.9,2.8,4848,34821000000,177,364500000,27,8400000,1515,942800000,5497,3179,6678,0.033,0.016,100,0.050420168,617111,23987.44922,39000,-0.048120168,0.05,0.0023,0.541,5798000000,13947000000,1158,4431,1310,0.0114,0.038,134
1/12/2014,278.9,263.6,132.58,131.57,134.48,141.85,132.92,136.02,115.95,133.65,,80,168.8,2.8,6009,43831000000,194,403200000,47,19100000,1736,899600000,5813,3913,6978,0.033,0.016,100.3,0.04916318,617111,23605.03906,39000,-0.04676318,0.05,0.0024,0.548,5503000000,15103000000,1183,4652,1310,0.0114,0.038,134
1/1/2015,285.3,267,134.67,133.86,135.26,142.95,134.21,139.42,119.13,135.69,,82.85,169.9,2.7,6412,43210000000,276,1446500000,58,30500000,2082,1613200000,5958,4848,5548,0.033,0.016,100,0.040582726,572160,24507.05078,40000,-0.038182726,0.05,0.0024,0.545,7910000000,17843000000,1678,5546,941,0.0079,0.037,488
1/2/2015,292.3,271.1,136.79,136.05,136.96,146.16,135.2,142,121.99,138,,79.01,170.9,2.7,6027,40851000000,195,392100000,56,21300000,1755,854200000,4807,4081,3271,0.033,0.015,100.8,0.044559585,572160,24823.28906,40000,-0.042159585,0.05,0.0024,0.547,5997000000,15901000000,1361,4930,941,0.0079,0.037,488
1/3/2015,292.3,271.6,139.99,139.55,138.39,149.49,139.38,144.96,125.06,141.56,,71.07,172.5,2.7,4329,31843000000,245,605600000,63,34300000,1274,852200000,5531,4332,4466,0.033,0.014,100.5,0.043613707,572160,24900.89063,40000,-0.041213707,0.05,0.0024,0.527,6916000000,15561000000,1503,4526,941,0.0079,0.037,488
1/4/2015,298.4,274.1,141.08,140.57,139.83,151.33,141,145.59,124.36,142.54,,66.41,174.2,2.7,4549,34899000000,223,499500000,49,17500000,1731,1077100000,4678,4010,2857,0.032,0.013,99.7,0.027835052,565750,28133,40000,-0.025535052,0.05,0.0023,0.525,6124000000,12089000000,1330,3591,941,0.0079,0.037,488
1/5/2015,299.9,275.3,141.24,140.67,140.3,150.69,139.94,148.64,124.83,142.55,,74.62,176.1,2.7,5168,40200000000,147,393800000,51,16300000,1351,857200000,4591,3753,4339,0.032,0.014,99.7,0.028895769,565750,27424.18945,40000,-0.026495769,0.05,0.0024,0.524,8625000000,13334000000,2130,3996,941,0.0079,0.037,488
1/6/2015,302.3,278.3,142.83,142.52,142.1,153.55,141.27,149.67,127.07,144.5,,79.28,177.1,2.7,5776,43243000000,204,473300000,54,21400000,1693,1059200000,4995,3868,3702,0.032,0.014,99.8,0.029927761,565750,26250.0293,40000,-0.027527761,0.05,0.0024,0.518,8611000000,15817000000,2124,4595,941,0.0079,0.037,488
1/7/2015,305.3,279,144.37,144.46,143.89,156.87,141.65,150.38,129.39,146.21,,65.54,178.2,2.7,5393,44551000000,260,606900000,84,34000000,1640,1260800000,4796,3946,3055,0.033,0.014,100.3,0.024514811,614251,24636.2793,40000,-0.022114811,0.05,0.0024,0.516,6496000000,15905000000,1593,4634,941,0.0079,0.037,488
1/8/2015,306.6,279.7,145.62,145.58,145.85,157,142.99,152.84,130.46,147.34,65.26,76.47,180.1,2.7,3896,31065000000,139,400400000,68,31100000,1212,819400000,4703,3357,2833,0.033,0.014,98.6,0.031380753,614251,21670.58008,40000,-0.028780753,0.05,0.0026,0.504,5905000000,13630000000,1229,3957,941,0.0079,0.037,488
1/9/2015,307.3,281.2,146.51,146.27,147.87,159.99,144.01,152.63,129.47,148.21,41,53,180.5,2.7,4263,33520000000,179,287700000,45,18800000,1336,672900000,4865,3339,4081,0.033,0.014,100.5,0.020304569,614251,20846.30078,40000,-0.017904569,0.05,0.0024,0.504,5672000000,10751000000,1223,3136,941,0.0079,0.037,488
1/10/2015,303.9,271,143.42,142.88,146.35,155.28,139.91,149.52,127.88,144.66,36.67,29.91,178.5,2.7,3300,22520000000,245,424000000,36,15100000,1109,614600000,5272,3704,5068,0.033,0.014,102.1,0.023046092,646119,22640.03906,40000,-0.020946092,0.05,0.0021,0.493,4216000000,8349000000,929,2531,941,0.0079,0.037,488
1/11/2015,294.7,268.4,140.32,140.05,141.78,152.47,137.23,146.07,125.91,141.97,37.98,15.08,176.6,2.8,2826,20797000000,240,497500000,41,17700000,1141,702700000,5183,3484,6075,0.033,0.015,102.3,0.023,646119,21996.41992,40000,-0.0211,0.05,0.0019,0.487,3968000000,6819000000,802,2141,941,0.0079,0.037,488
1/12/2015,286.2,262.2,136.47,135.76,140.24,145.49,133.47,142.68,122.66,137.48,25.48,14.06,173.9,2.8,4043,29822000000,247,447200000,43,15500000,1292,767600000,5424,4035,6152,0.033,0.014,102.6,0.022931206,646119,21914.40039,40000,-0.020731206,0.05,0.0022,0.501,4923000000,6841000000,1120,2085,941,0.0079,0.037,488
1/1/2016,280.1,260.3,133.55,132.8,137.57,144.7,130.13,138.8,119.23,134.66,27.25,6.43,171.3,2.8,2045,15799000000,98,205100000,30,10600000,569,353500000,4922,3795,4831,0.033,0.014,102.5,0.025,590556,19683.10938,41100,-0.0212,0.05,0.0038,0.507,4856000000,6616000000,1064,2020,1216,0.0116,0.038,1263
1/2/2016,274.5,259.5,130.88,129.52,137.96,140.06,127.2,135.38,115.55,130.96,28.28,12.09,165.9,2.8,1807,11769000000,62,316300000,22,8400000,440,341400000,4646,4396,3044,0.033,0.013,103.8,0.029761905,590556,19111.92969,41100,-0.027061905,0.05,0.0027,0.503,3399000000,5768000000,767,1825,1216,0.0116,0.038,1263
1/3/2016,272.1,258,127.8,126.83,132.94,135.91,124.65,133.7,113.06,128.09,51.23,19.74,165.6,2.8,2369,17106000000,147,260600000,27,13700000,837,490700000,5060,4623,4561,0.034,0.014,103.4,0.028855721,590556,20776.69922,41100,-0.026555721,0.05,0.0023,0.504,3129000000,8041000000,698,2477,1216,0.0116,0.038,1263
1/4/2016,274,259.4,128.66,127.7,133.73,137.44,124.67,134.32,115.69,129.26,52.86,30.72,165.6,2.8,4494,34494000000,199,460900000,53,23100000,1221,910700000,5016,4494,2787,0.034,0.014,102.4,0.027081244,585135,21067.05078,41000,-0.024781244,0.05,0.0023,0.523,3733000000,11044000000,722,3424,1216,0.0116,0.038,1263
1/5/2016,276.5,262.3,128.48,127.74,132.48,134.88,127.13,134.78,114.84,129.3,56.53,52.22,167.2,2.8,4586,40916000000,239,641600000,53,16600000,1377,1093500000,4961,4073,4459,0.034,0.014,102.3,0.026078235,585135,20815.08984,41000,-0.023778235,0.05,0.0023,0.518,4985000000,12394000000,1049,3869,1216,0.0116,0.038,1263
1/6/2016,277.1,263.1,129.12,128.58,132.02,137.39,127.25,135.94,114.97,130.21,57.28,63.81,168.6,2.8,4620,32603000000,151,346200000,46,20300000,1160,707200000,4898,3628,3765,0.034,0.014,102.3,0.0250501,585135,20794.36914,41000,-0.0224501,0.05,0.0026,0.522,4637000000,12649000000,1091,3881,1216,0.0116,0.038,1263
1/7/2016,282.5,265,130.69,130.36,132.3,139.99,128.28,137.86,116.59,131.96,78.27,71.17,170.1,2.8,4243,29733000000,147,275900000,31,11700000,1164,728900000,4637,3493,2999,0.034,0.014,102.7,0.023928215,636393,21891.36914,42300,-0.021528215,0.05,0.0024,0.533,4574000000,13313000000,1020,3958,1216,0.0116,0.038,1263
1/8/2016,288.5,265.9,135.06,135,135.4,145.11,132.3,144.57,120.19,136.64,86.73,87.44,172.8,2.8,5821,40637000000,186,476000000,38,15100000,1715,894400000,5078,3757,2584,0.034,0.014,102.8,0.042596349,636393,22976.88086,42300,-0.040196349,0.05,0.0024,0.534,5688000000,16695000000,1336,4999,1216,0.0116,0.038,1263
1/9/2016,297.2,273.8,138.48,138.09,140.44,148.85,136.3,146.63,121.98,139.78,84.97,91.86,174.7,2.7,7826,55957000000,250,506000000,51,20200000,2604,1522700000,5184,3357,4755,0.034,0.014,103.1,0.025870647,636393,23297.15039,42300,-0.022970647,0.05,0.0029,0.526,6574000000,18038000000,1420,5319,1216,0.0116,0.038,1263
1/10/2016,305.5,278.2,142.91,142.57,144.62,153.67,140.1,151.54,126.86,144.35,82.54,87.21,175.8,2.7,6601,54504000000,330,1022900000,60,22600000,2092,1624500000,4976,3499,4223,0.034,0.014,103.3,0.011753183,678533,22934.53906,41000,-0.008353183,0.05,0.0034,0.519,7660000000,18742000000,1707,5378,1216,0.0116,0.038,1263
1/11/2016,307.9,280.2,144.35,144.22,144.99,155.73,142.43,150.72,128.59,146.01,50.51,76.43,174.9,2.6,6739,61660000000,494,1094500000,75,31900000,2358,1563900000,5639,3680,5589,0.033,0.014,103.6,0.012707722,678533,22789.76953,41000,-0.008307722,0.05,0.0044,0.513,9213000000,19368000000,1981,5456,1216,0.0116,0.038,1263
1/12/2016,308.7,280,145.41,144.95,147.67,156.46,142.14,152.04,130.54,146.8,60.77,63.96,176.6,2.7,3550,32863000000,145,437300000,34,27300000,376,368200000,5314,3867,5908,0.033,0.014,103.8,0.011695906,678533,22000.56055,41000,-0.004195906,0.05,0.0075,0.508,8249000000,15099000000,1811,4180,1216,0.0116,0.038,1263
1/1/2017,311,281.4,145.54,145.67,144.92,155.37,144.74,153.04,130.59,147.58,64.47,70.08,178.5,2.7,3286,27439000000,229,643900000,43,21200000,406,488600000,4962,3547,4133,0.033,0.013,103.8,0.012682927,632128,23360.7793,44000,-0.006782927,0.05,0.0059,0.501,6851000000,13459000000,1462,3662,1483,0.0137,0.037,394
1/2/2017,315.4,284.1,147.87,147.84,148.01,159.15,147.3,153.89,131.18,149.73,73.67,74.97,179.7,2.7,4079,36460000000,128,716300000,35,16300000,387,584200000,5097,4214,3527,0.033,0.012,103.7,-0.000963391,632128,23740.73047,44000,0.005563391,0.05,0.0046,0.504,6909000000,12991000000,1421,3569,1483,0.0137,0.037,394
1/3/2017,322.8,286.5,150.75,151.17,148.59,163.93,147.52,158.76,136.31,153.12,86.61,86.3,181.6,2.6,5856,50375000000,211,518700000,58,24100000,657,627100000,5144,4302,5113,0.032,0.012,103.9,0.00483559,632128,24111.58984,44000,-0.00043559,0.05,0.0044,0.51,7533000000,19036000000,1479,5266,1483,0.0137,0.037,394
1/4/2017,331.9,290.1,153.84,154.18,152.09,164.97,150.73,164.79,138.33,155.96,82.56,84.34,183,2.6,7060,69582000000,281,717900000,41,17700000,783,863000000,4301,3648,2727,0.032,0.012,104.5,0.020507813,629105,24615.13086,43000,-0.016607813,0.05,0.0039,0.508,6189000000,17345000000,1191,4592,1483,0.0137,0.037,394
1/5/2017,335.5,294.8,157.73,158.35,154.51,168.92,156.29,166.53,142.78,160.31,74.78,81.54,185.5,2.6,5732,53560000000,157,460100000,53,25300000,482,614100000,4685,3786,4743,0.032,0.012,104.3,0.019550342,629105,25660.65039,43000,-0.015950342,0.05,0.0036,0.506,8526000000,21783000000,1589,5825,1483,0.0137,0.037,394
1/6/2017,338.1,297.2,159.83,160.02,158.85,172.2,156.03,169.67,143.59,161.77,69.07,80.21,186.2,2.6,6100,59139000000,311,736600000,42,29900000,785,743900000,4651,3836,4008,0.031,0.012,104.3,0.019550342,629105,25764.58008,43000,-0.014850342,0.05,0.0047,0.49,10163000000,19517000000,1901,5249,1483,0.0137,0.037,394
1/7/2017,339.5,297.8,159.75,159.85,159.23,170.64,154.42,170.4,145.94,161.51,61.58,66.33,187.1,2.6,3515,33212000000,256,717200000,44,21000000,536,601900000,4502,3979,2760,0.031,0.011,104.7,0.019474197,680303,27323.99023,44000,-0.015074197,0.05,0.0044,0.483,7490000000,14419000000,1363,3949,1483,0.0137,0.037,394
1/8/2017,341.8,300,160.73,160.85,160.15,170.99,157.65,167.87,147.35,162.68,64.27,58.79,189.3,2.6,4014,33651000000,325,630200000,41,21400000,579,517500000,4531,4003,3093,0.031,0.011,104.8,0.019455253,680303,27970.30078,44000,-0.015255253,0.05,0.0042,0.483,5922000000,13315000000,1091,3666,1483,0.0137,0.037,394
1/9/2017,342.9,301.1,160.66,160.51,161.39,169.42,157.59,170.52,146.09,162.35,67.19,58.89,189.8,2.6,5629,45272000000,450,614600000,57,31500000,781,518500000,4640,3454,3225,0.031,0.011,104.6,0.014548982,680303,27554.30078,44000,-0.008748982,0.05,0.0058,0.48,6311000000,13921000000,1210,3748,1483,0.0137,0.037,394
1/10/2017,346.4,302.3,160.17,160.49,158.52,168.5,158.21,170.1,147.3,162.57,69.39,63.99,190.6,2.6,5289,41888000000,458,566800000,44,19100000,856,565300000,4909,3576,5322,0.03,0.011,104.9,0.015488867,721300,28245.53906,45000,-0.007588867,0.05,0.0079,0.491,6028000000,14429000000,1295,3918,1483,0.0137,0.037,394
1/11/2017,349.2,307.4,162.89,163.45,160.02,172.85,160.76,172.46,148.97,165.38,73.72,71.49,191.2,2.5,5694,53817000000,483,1068200000,50,23000000,916,979700000,4868,3851,5596,0.03,0.01,105.2,0.015444015,721300,29177.34961,45000,-0.005444015,0.05,0.01,0.486,7006000000,18669000000,1403,4941,1483,0.0137,0.037,394
1/12/2017,354.7,312.6,165.1,165.44,163.36,173.55,163.35,172.97,151.82,167.26,74.29,79.27,191.4,2.5,5337,51955000000,534,1317200000,52,34100000,928,1121700000,4603,3687,6657,0.029,0.01,105.6,0.01734104,721300,29919.15039,45000,-0.00544104,0.05,0.0119,0.487,4655000000,15628000000,851,4103,1483,0.0137,0.037,394
1/1/2018,360.5,316.7,167.32,167.31,167.38,175.99,164.08,177.34,152.72,169.05,78.37,81.46,191.1,2.5,5270,49806000000,430,1206300000,38,31300000,780,1069900000,5322,4873,5772,0.029,0.01,105.5,0.016377649,686367,32887.26953,46300,-0.007077649,0.05,0.0093,0.492,6641000000,22862000000,1249,5893,1747,0.0165,0.043,1747
1/2/2018,366.9,317.7,170.68,170.87,169.72,178.8,167.57,180.79,155.7,172.29,76.12,79.62,191.4,2.4,5482,50894000000,352,725000000,47,29200000,686,1399400000,4257,4228,3237,0.029,0.01,106.9,0.030858245,686367,30844.7207,46300,-0.023558245,0.05,0.0073,0.489,5434000000,19847000000,1118,4987,1747,0.0165,0.043,1747
1/3/2018,372.6,318.5,174.34,173.66,177.64,182.59,169.54,182.85,158.41,174.97,77.96,84.44,193.1,2.4,4263,38810000000,321,591100000,42,24500000,636,1067300000,4590,4483,4131,0.029,0.01,106.6,0.025986526,686367,30093.38086,46300,-0.016086526,0.05,0.0099,0.491,7645000000,22015000000,1476,5471,1747,0.0165,0.043,1747
1/4/2018,379.8,321.3,180.53,179.4,186.03,186.45,177.61,189.82,162.04,180.78,77.49,87.66,195.1,2.4,6646,61824000000,305,698700000,51,27400000,666,1259000000,4184,3904,3051,0.028,0.01,106.5,0.019138756,675260,30808.44922,45400,-0.006038756,0.05,0.0131,0.481,6501000000,20761000000,1134,5240,1747,0.0165,0.043,1747
1/5/2018,386.2,326.7,181.84,181.67,182.67,189.77,178.23,195.98,164.72,183.5,78.84,87.47,195.7,2.4,5522,52184000000,405,858200000,63,42900000,725,1492900000,4572,4076,4028,0.028,0.01,106.5,0.021093001,675260,30468.56055,45400,-0.010893001,0.05,0.0102,0.473,6366000000,24207000000,1173,6010,1747,0.0165,0.043,1747
1/6/2018,394.1,331.8,185.05,185.51,182.7,192.82,181.45,201.8,169.48,187.53,79.71,86.14,197.2,2.4,6713,68023000000,340,1718500000,60,44600000,802,2806400000,4305,3773,3677,0.028,0.01,106.8,0.023969319,675260,28955.10938,45400,-0.003869319,0.05,0.0201,0.47,5609000000,24092000000,1058,5761,1747,0.0165,0.043,1747
1/7/2018,397.8,332.9,187.95,188.57,184.71,194.77,184.2,204.63,174.75,190.77,73.88,86.12,199.1,2.4,6091,65237000000,201,654500000,42,26000000,541,1372700000,4370,3713,2737,0.028,0.011,107.2,0.023877746,726352,28583.00977,45600,-0.007077746,0.05,0.0168,0.471,7955000000,23815000000,1573,5748,1747,0.0165,0.043,1747
1/8/2018,397.7,331.7,188.27,188.82,185.44,193.24,186.56,207.23,171.89,190.87,65.34,82.42,200.9,2.4,4822,46765000000,275,681300000,48,27100000,559,1111200000,4476,3567,3019,0.028,0.011,107.2,0.022900763,726352,27888.55078,45600,-0.007500763,0.05,0.0154,0.455,9444000000,20916000000,1925,4977,1747,0.0165,0.043,1747
1/9/2018,392.7,324.4,186.44,186.95,183.74,191.8,184.91,205.73,168.92,188.94,53.94,62.96,201.4,2.4,3500,37083000000,228,612900000,33,21900000,592,1341600000,4099,3353,3691,0.028,0.012,107.4,0.026768642,726352,27788.51953,45600,-0.004468642,0.0501,0.0223,0.444,6233000000,11792000000,1270,2867,1747,0.0165,0.043,1747
1/10/2018,381.9,316.5,184.3,185.13,180.02,189.96,185.04,195.94,170.23,187.3,40.08,22.71,201.7,2.5,4243,38571000000,371,869700000,40,27700000,568,1187600000,4887,4003,5084,0.028,0.012,107.7,0.026692088,754904,24979.68945,46000,-0.014092088,0.0513,0.0126,0.446,7987000000,10216000000,1606,2542,1747,0.0165,0.043,1747
1/11/2018,369.8,310,178.45,178.59,177.69,183.43,177.24,190.32,163.78,180.39,36.12,7.23,200.1,2.6,2635,26020000000,176,428400000,21,10800000,304,654800000,4726,3740,5030,0.028,0.012,107.9,0.025665399,754904,26506.75,46000,-0.013665399,0.0513,0.012,0.457,8701000000,8823000000,1816,2240,1747,0.0165,0.043,1747
1/12/2018,361.9,309.3,174.22,173.93,175.69,181.31,171.94,183.81,158.26,175.58,41.6,5.13,197.3,2.6,2060,24076000000,125,541200000,26,15900000,293,836800000,4524,3766,6240,0.028,0.011,108.3,0.025568182,754904,25845.69922,46000,-0.003168182,0.0513,0.0224,0.463,6506000000,7722000000,1247,1991,1747,0.0165,0.043,1747
1/1/2019,363.4,312.8,170.41,169.97,172.62,177.7,166.98,178.46,155.16,171.3,52.54,20.9,196.4,2.6,4543,44924000000,182,500900000,38,19800000,504,1082700000,4925,4728,5151,0.028,0.011,108.1,0.02464455,712514,27942.4707,48500,-0.01424455,0.0513,0.0104,0.46,7226000000,10863000000,1435,2794,1573,0.0158,0.04,1667
1/2/2019,369.5,316.4,171.35,171.19,172.2,178.23,168.69,182.47,155.68,172.79,65.86,62.47,195.7,2.5,4089,36079000000,94,208700000,42,25200000,197,372100000,3907,3931,2750,0.028,0.01,109.1,0.020579981,712514,28633.17969,48500,-0.010579981,0.0513,0.01,0.477,6783000000,11923000000,1390,2952,1573,0.0158,0.04,1667
1/3/2019,381.4,322.3,176.29,176.23,176.56,182.67,174.26,187.97,161.84,178.3,78.84,88.15,196.7,2.4,5231,45870000000,150,373900000,49,36100000,349,725900000,4371,4292,4227,0.028,0.01,108.8,0.020637899,712514,29051.35938,48500,-0.004037899,0.0513,0.0166,0.478,7910000000,18783000000,1590,4541,1573,0.0158,0.04,1667
1/4/2019,395.2,331.8,181.91,182.21,180.38,191.14,181.75,192.12,164.88,184.51,80.58,90.04,197.8,2.3,7822,70101000000,168,711200000,43,17500000,483,1310100000,4407,4016,2934,0.028,0.01,109.6,0.029107981,698700,29699.10938,48000,-0.008007981,0.0513,0.0211,0.48,8377000000,21181000000,1759,5002,1573,0.0158,0.04,1667
1/5/2019,399.9,336.4,188.09,188.17,187.7,196.71,186.79,199.63,169.89,190.15,72.45,86.48,199,2.3,8208,78447000000,245,653700000,57,26300000,615,1246000000,4590,4207,4138,0.029,0.01,109.5,0.028,698700,26901.08984,48000,-0.028169014,0.0513,0.0198,0.471,12477000000,26168000000,2607,5872,1573,0.0158,0.04,1667
1/6/2019,398.7,331.5,187.9,187.48,190,190.73,185.63,200.29,171.84,188.79,58.7,70.61,201.6,2.4,4627,45330000000,146,510400000,31,18200000,331,828600000,4143,3652,3525,0.029,0.01,110.2,0.033,698700,28542.61914,48000,-0.031835206,0.0513,0.0253,0.474,11455000000,18917000000,2489,4332,1573,0.0158,0.04,1667
1/7/2019,398.2,334.8,189.23,189.31,188.78,197.17,187.45,200.12,171.78,191.05,61.38,46.39,202,2.4,4805,44070000000,223,500900000,36,19200000,435,922100000,4232,4198,2839,0.029,0.01,110.7,0.032649254,688000,27777.75,47500,-0.032649254,0.0513,0.0193,0.462,11330000000,16821000000,2335,3902,1573,0.0158,0.04,1667
1/8/2019,392.8,329.6,187.69,188.09,185.66,196.61,186.39,198.94,169.07,189.67,39.59,31.38,205.2,2.4,4084,36582000000,242,331400000,33,22500000,392,590600000,4000,4000,3500,0.03,0.01,110.9,0.034514925,688000,25724.73047,47500,-0.034514925,0.0513,0.0194,0.465,10923000000,16028000000,2542,3720,1573,0.0158,0.04,1667
